timeIndex,rho,rhoU,rhoE
558,0.00558,0.00150745,0.00115391,0.000693785
559,0.00559,0.00150718,0.00115431,0.00069363
560,0.0056,0.00150689,0.00115471,0.000693475
561,0.00561,0.00150658,0.00115513,0.00069332
562,0.00562,0.00150625,0.00115556,0.000693166
563,0.00563,0.0015059,0.00115599,0.000693012
564,0.00564,0.00150553,0.00115644,0.000692858
565,0.00565,0.00150514,0.0011569,0.000692704
566,0.00566,0.00150474,0.00115736,0.000692551
567,0.00567,0.00150432,0.00115784,0.000692398
568,0.00568,0.00150388,0.00115832,0.000692245
569,0.00569,0.00150342,0.00115881,0.000692093
570,0.0057,0.00150295,0.00115932,0.000691941
571,0.00571,0.00150246,0.00115983,0.00069179
572,0.00572,0.00150195,0.00116034,0.000691639
573,0.00573,0.00150142,0.00116087,0.000691488
574,0.00574,0.00150089,0.0011614,0.000691337
575,0.00575,0.00150033,0.00116195,0.000691187
576,0.00576,0.00149976,0.00116249,0.000691037
577,0.00577,0.00149917,0.00116305,0.000690888
578,0.00578,0.00149857,0.00116361,0.000690739
579,0.00579,0.00149796,0.00116418,0.00069059
580,0.0058,0.00149733,0.00116476,0.000690442
581,0.00581,0.00149668,0.00116534,0.000690294
582,0.00582,0.00149602,0.00116593,0.000690146
583,0.00583,0.00149535,0.00116652,0.000689999
584,0.00584,0.00149466,0.00116712,0.000689852
585,0.00585,0.00149396,0.00116773,0.000689705
586,0.00586,0.00149325,0.00116834,0.000689559
587,0.00587,0.00149252,0.00116896,0.000689414
588,0.00588,0.00149178,0.00116958,0.000689268
589,0.00589,0.00149103,0.00117021,0.000689124
590,0.0059,0.00149027,0.00117084,0.000688979
591,0.00591,0.00148949,0.00117148,0.000688835
592,0.00592,0.0014887,0.00117212,0.000688692
593,0.00593,0.0014879,0.00117276,0.000688548
594,0.00594,0.00148709,0.00117341,0.000688405
595,0.00595,0.00148626,0.00117406,0.000688263
596,0.00596,0.00148543,0.00117472,0.000688121
597,0.00597,0.00148458,0.00117538,0.00068798
598,0.00598,0.00148372,0.00117605,0.000687838
599,0.00599,0.00148285,0.00117672,0.000687698
600,0.006,0.00148197,0.00117739,0.000687558
601,0.00601,0.00148108,0.00117806,0.000687418
602,0.00602,0.00148018,0.00117874,0.000687278
603,0.00603,0.00147927,0.00117942,0.000687139
604,0.00604,0.00147655,0.00118011,0.000686969
605,0.00605,0.00146379,0.00118083,0.000686624
606,0.00606,0.00145095,0.00118162,0.000686278
607,0.00607,0.00143804,0.00118246,0.000685932
608,0.00608,0.0014251,0.00118337,0.000685584
609,0.00609,0.00141212,0.00118433,0.000685236
610,0.0061,0.00139914,0.00118535,0.000684888
611,0.00611,0.00138618,0.00118642,0.000684539
612,0.00612,0.00137325,0.00118755,0.000684191
613,0.00613,0.00136037,0.00118872,0.000683843
614,0.00614,0.00134756,0.00118994,0.000683495
615,0.00615,0.00133484,0.0011912,0.000683148
616,0.00616,0.00132224,0.00119251,0.000682802
617,0.00617,0.00130976,0.00119385,0.000682457
618,0.00618,0.00129744,0.00119524,0.000682114
619,0.00619,0.00128529,0.00119666,0.000681772
620,0.0062,0.00127334,0.00119811,0.000681432
621,0.00621,0.00126159,0.00119959,0.000681094
622,0.00622,0.00125007,0.0012011,0.000680758
623,0.00623,0.0012388,0.00120262,0.000680425
624,0.00624,0.00122779,0.00120417,0.000680095
625,0.00625,0.00121706,0.00120573,0.000679768
626,0.00626,0.00120663,0.00120731,0.000679444
627,0.00627,0.00119652,0.00120889,0.000679124
628,0.00628,0.00118672,0.00121048,0.000678808
629,0.00629,0.00117727,0.00121207,0.000678495
630,0.0063,0.00116817,0.00121366,0.000678187
631,0.00631,0.00115944,0.00121524,0.000677883
632,0.00632,0.00115107,0.0012168,0.000677584
633,0.00633,0.00114309,0.00121836,0.000677289
634,0.00634,0.0011355,0.00121989,0.000677
635,0.00635,0.0011283,0.00122141,0.000676716
636,0.00636,0.0011215,0.00122289,0.000676437
637,0.00637,0.00111511,0.00122435,0.000676164
638,0.00638,0.00110912,0.00122578,0.000675897
639,0.00639,0.00110354,0.00122716,0.000675635
640,0.0064,0.00109836,0.00122851,0.00067538
641,0.00641,0.0010936,0.00122982,0.00067513
642,0.00642,0.00108923,0.00123107,0.000674887
643,0.00643,0.00108527,0.00123228,0.00067465
644,0.00644,0.0010817,0.00123343,0.00067442
645,0.00645,0.00107851,0.00123453,0.000674196
646,0.00646,0.00107572,0.00123557,0.000673979
647,0.00647,0.00107329,0.00123656,0.000673768
648,0.00648,0.00107123,0.00123747,0.000673563
649,0.00649,0.00106953,0.00123833,0.000673366
650,0.0065,0.00106818,0.00123912,0.000673175
651,0.00651,0.00106716,0.00123984,0.00067299
652,0.00652,0.00106647,0.00124049,0.000672813
653,0.00653,0.00106609,0.00124107,0.000672642
654,0.00654,0.00106602,0.00124158,0.000672477
655,0.00655,0.00106623,0.00124202,0.000672319
656,0.00656,0.00106673,0.00124238,0.000672168
657,0.00657,0.00106749,0.00124267,0.000672023
658,0.00658,0.00106851,0.00124289,0.000671884
659,0.00659,0.00106976,0.00124303,0.000671752
660,0.0066,0.00107125,0.0012431,0.000671626
661,0.00661,0.00107295,0.0012431,0.000671506
662,0.00662,0.00107486,0.00124303,0.000671392
663,0.00663,0.00107695,0.00124288,0.000671284
664,0.00664,0.00107923,0.00124266,0.000671182
665,0.00665,0.00108168,0.00124237,0.000671085
666,0.00666,0.00108429,0.00124201,0.000670995
667,0.00667,0.00108704,0.00124158,0.000670909
668,0.00668,0.00108993,0.00124109,0.000670829
669,0.00669,0.00109295,0.00124053,0.000670755
670,0.0067,0.00109609,0.0012399,0.000670685
671,0.00671,0.00109933,0.00123921,0.00067062
672,0.00672,0.00110268,0.00123846,0.00067056
673,0.00673,0.00110611,0.00123765,0.000670505
674,0.00674,0.00110962,0.00123678,0.000670455
675,0.00675,0.00111321,0.00123586,0.000670409
676,0.00676,0.00111686,0.00123488,0.000670367
677,0.00677,0.00112057,0.00123385,0.000670329
678,0.00678,0.00112433,0.00123277,0.000670296
679,0.00679,0.00112813,0.00123165,0.000670266
680,0.0068,0.00113197,0.00123047,0.000670241
681,0.00681,0.00113584,0.00122926,0.000670218
682,0.00682,0.00113974,0.001228,0.0006702
683,0.00683,0.00114366,0.0012267,0.000670185
684,0.00684,0.00114759,0.00122536,0.000670173
685,0.00685,0.00115153,0.00122399,0.000670164
686,0.00686,0.00115548,0.00122259,0.000670158
687,0.00687,0.00115943,0.00122115,0.000670155
688,0.00688,0.00116337,0.00121969,0.000670155
689,0.00689,0.00116731,0.0012182,0.000670158
690,0.0069,0.00117124,0.00121668,0.000670163
691,0.00691,0.00117516,0.00121514,0.00067017
692,0.00692,0.00117905,0.00121358,0.00067018
693,0.00693,0.00118293,0.00121201,0.000670192
694,0.00694,0.00118679,0.00121042,0.000670206
695,0.00695,0.00119062,0.00120881,0.000670222
696,0.00696,0.00119442,0.00120719,0.00067024
697,0.00697,0.0011982,0.00120556,0.00067026
698,0.00698,0.00120194,0.00120392,0.000670282
699,0.00699,0.00120565,0.00120228,0.000670305
700,0.007,0.00120933,0.00120063,0.000670329
701,0.00701,0.00121297,0.00119898,0.000670355
702,0.00702,0.00121657,0.00119732,0.000670383
703,0.00703,0.00122013,0.00119567,0.000670412
704,0.00704,0.00122365,0.00119402,0.000670441
705,0.00705,0.00122713,0.00119237,0.000670472
706,0.00706,0.00123057,0.00119073,0.000670504
707,0.00707,0.00123396,0.0011891,0.000670537
708,0.00708,0.00123731,0.00118747,0.000670571
709,0.00709,0.00124062,0.00118585,0.000670606
710,0.0071,0.00124388,0.00118425,0.000670641
711,0.00711,0.00124709,0.00118265,0.000670677
712,0.00712,0.00125026,0.00118107,0.000670714
713,0.00713,0.00125338,0.00117951,0.000670751
714,0.00714,0.00125645,0.00117796,0.000670789
715,0.00715,0.00125947,0.00117643,0.000670827
716,0.00716,0.00126245,0.00117492,0.000670866
717,0.00717,0.00126538,0.00117342,0.000670905
718,0.00718,0.00126826,0.00117195,0.000670944
719,0.00719,0.00127109,0.0011705,0.000670984
720,0.0072,0.00127388,0.00116907,0.000671024
721,0.00721,0.00127661,0.00116766,0.000671064
722,0.00722,0.0012793,0.00116628,0.000671104
723,0.00723,0.00128193,0.00116492,0.000671144
724,0.00724,0.00128452,0.00116359,0.000671184
725,0.00725,0.00128706,0.00116229,0.000671224
726,0.00726,0.00128955,0.00116101,0.000671265
727,0.00727,0.00129199,0.00115975,0.000671305
728,0.00728,0.00129438,0.00115853,0.000671345
729,0.00729,0.00129673,0.00115733,0.000671385
730,0.0073,0.00129903,0.00115617,0.000671425
731,0.00731,0.00130129,0.00115503,0.000671465
732,0.00732,0.0013035,0.00115392,0.000671504
733,0.00733,0.00130566,0.00115284,0.000671543
734,0.00734,0.00130778,0.0011518,0.000671582
735,0.00735,0.00130985,0.00115078,0.000671621
736,0.00736,0.00131188,0.0011498,0.00067166
737,0.00737,0.00131386,0.00114884,0.000671698
738,0.00738,0.0013158,0.00114792,0.000671736
739,0.00739,0.0013177,0.00114703,0.000671774
740,0.0074,0.00131955,0.00114617,0.000671811
741,0.00741,0.00132135,0.00114534,0.000671848
742,0.00742,0.00132312,0.00114455,0.000671884
743,0.00743,0.00132484,0.00114378,0.00067192
744,0.00744,0.00132652,0.00114305,0.000671956
745,0.00745,0.00132816,0.00114236,0.000671992
746,0.00746,0.00132976,0.00114169,0.000672027
747,0.00747,0.00133132,0.00114106,0.000672061
748,0.00748,0.00133284,0.00114045,0.000672095
749,0.00749,0.00133432,0.00113988,0.000672129
750,0.0075,0.00133575,0.00113934,0.000672162
751,0.00751,0.00133715,0.00113884,0.000672195
752,0.00752,0.00133852,0.00113836,0.000672227
753,0.00753,0.00133984,0.00113792,0.000672259
754,0.00754,0.00134112,0.00113751,0.000672291
755,0.00755,0.00134237,0.00113713,0.000672322
756,0.00756,0.00134358,0.00113678,0.000672352
757,0.00757,0.00134476,0.00113646,0.000672382
758,0.00758,0.0013459,0.00113617,0.000672412
759,0.00759,0.001347,0.00113591,0.000672441
760,0.0076,0.00134807,0.00113569,0.00067247
761,0.00761,0.0013491,0.00113549,0.000672498
762,0.00762,0.0013501,0.00113532,0.000672526
763,0.00763,0.00135107,0.00113518,0.000672553
764,0.00764,0.001352,0.00113507,0.00067258
765,0.00765,0.0013529,0.00113499,0.000672607
766,0.00766,0.00135377,0.00113493,0.000672633
767,0.00767,0.0013546,0.00113491,0.000672658
768,0.00768,0.00135541,0.00113491,0.000672683
769,0.00769,0.00135618,0.00113494,0.000672708
770,0.0077,0.00135692,0.00113499,0.000672732
771,0.00771,0.00135763,0.00113507,0.000672756
772,0.00772,0.00135831,0.00113518,0.000672779
773,0.00773,0.00135896,0.00113532,0.000672802
774,0.00774,0.00135958,0.00113548,0.000672825
775,0.00775,0.00136018,0.00113566,0.000672847
776,0.00776,0.00136074,0.00113587,0.000672869
777,0.00777,0.00136128,0.00113611,0.00067289
778,0.00778,0.00136179,0.00113637,0.000672911
779,0.00779,0.00136227,0.00113665,0.000672932
780,0.0078,0.00136272,0.00113696,0.000672952
781,0.00781,0.00136315,0.00113728,0.000672972
782,0.00782,0.00136355,0.00113764,0.000672991
783,0.00783,0.00136393,0.00113801,0.00067301
784,0.00784,0.00136428,0.0011384,0.000673029
785,0.00785,0.0013646,0.00113882,0.000673047
786,0.00786,0.0013649,0.00113926,0.000673065
787,0.00787,0.00136518,0.00113972,0.000673083
788,0.00788,0.00136543,0.00114019,0.000673101
789,0.00789,0.00136566,0.00114069,0.000673118
790,0.0079,0.00136586,0.00114121,0.000673135
791,0.00791,0.00136604,0.00114175,0.000673151
792,0.00792,0.0013662,0.0011423,0.000673167
793,0.00793,0.00136634,0.00114288,0.000673183
794,0.00794,0.00136645,0.00114347,0.000673199
795,0.00795,0.00136654,0.00114408,0.000673215
796,0.00796,0.00136661,0.00114471,0.00067323
797,0.00797,0.00136666,0.00114535,0.000673245
798,0.00798,0.00136669,0.00114601,0.000673259
799,0.00799,0.0013667,0.00114669,0.000673274
800,0.008,0.00136669,0.00114738,0.000673288
801,0.00801,0.00136666,0.00114809,0.000673302
802,0.00802,0.00136661,0.00114881,0.000673316
803,0.00803,0.00136654,0.00114955,0.00067333
804,0.00804,0.00136645,0.0011503,0.000673343
805,0.00805,0.00136634,0.00115107,0.000673357
806,0.00806,0.00136621,0.00115185,0.00067337
807,0.00807,0.00136607,0.00115265,0.000673383
808,0.00808,0.0013659,0.00115345,0.000673396
809,0.00809,0.00136572,0.00115428,0.000673408
810,0.0081,0.00136553,0.00115511,0.000673421
811,0.00811,0.00136531,0.00115595,0.000673433
812,0.00812,0.00136508,0.00115681,0.000673446
813,0.00813,0.00136483,0.00115768,0.000673458
814,0.00814,0.00136457,0.00115856,0.00067347
815,0.00815,0.00136428,0.00115945,0.000673482
816,0.00816,0.00136399,0.00116035,0.000673494
817,0.00817,0.00136368,0.00116127,0.000673506
818,0.00818,0.00136335,0.00116219,0.000673518
819,0.00819,0.001363,0.00116312,0.00067353
820,0.0082,0.00136265,0.00116407,0.000673541
821,0.00821,0.00136227,0.00116502,0.000673553
822,0.00822,0.00136189,0.00116598,0.000673565
823,0.00823,0.00136149,0.00116695,0.000673576
824,0.00824,0.00136107,0.00116793,0.000673588
825,0.00825,0.00136064,0.00116892,0.000673599
826,0.00826,0.0013602,0.00116991,0.000673611
827,0.00827,0.00135974,0.00117092,0.000673623
828,0.00828,0.00135928,0.00117193,0.000673634
829,0.00829,0.00135879,0.00117295,0.000673646
830,0.0083,0.0013583,0.00117397,0.000673658
831,0.00831,0.00135779,0.00117501,0.000673669
832,0.00832,0.00135727,0.00117605,0.000673681
833,0.00833,0.00135674,0.0011771,0.000673693
834,0.00834,0.0013562,0.00117815,0.000673705
835,0.00835,0.00135564,0.00117921,0.000673717
836,0.00836,0.00135508,0.00118027,0.000673729
837,0.00837,0.0013545,0.00118134,0.000673741
838,0.00838,0.00135391,0.00118242,0.000673753
839,0.00839,0.00135331,0.0011835,0.000673765
840,0.0084,0.0013527,0.00118459,0.000673777
841,0.00841,0.00135208,0.00118568,0.00067379
842,0.00842,0.00135145,0.00118678,0.000673802
843,0.00843,0.0013508,0.00118788,0.000673815
844,0.00844,0.00135015,0.00118899,0.000673828
845,0.00845,0.00134949,0.0011901,0.000673841
846,0.00846,0.00134882,0.00119122,0.000673854
847,0.00847,0.00134814,0.00119234,0.000673867
848,0.00848,0.00134744,0.00119346,0.00067388
849,0.00849,0.00134674,0.00119459,0.000673894
850,0.0085,0.00134604,0.00119572,0.000673908
851,0.00851,0.00134532,0.00119685,0.000673922
852,0.00852,0.00134459,0.00119799,0.000673936
853,0.00853,0.00134385,0.00119913,0.00067395
854,0.00854,0.00134311,0.00120028,0.000673964
855,0.00855,0.00133327,0.00120145,0.00067377
856,0.00856,0.00132168,0.00120269,0.000673537
857,0.00857,0.00131002,0.00120402,0.000673301
858,0.00858,0.00129831,0.00120541,0.000673065
859,0.00859,0.00128657,0.00120687,0.000672828
860,0.0086,0.00127482,0.00120841,0.00067259
861,0.00861,0.00126307,0.00121,0.000672351
862,0.00862,0.00125134,0.00121166,0.000672113
863,0.00863,0.00123965,0.00121338,0.000671874
864,0.00864,0.00122802,0.00121517,0.000671635
865,0.00865,0.00121646,0.001217,0.000671397
866,0.00866,0.00120499,0.00121889,0.00067116
867,0.00867,0.00119364,0.00122083,0.000670924
868,0.00868,0.00118241,0.00122282,0.000670689
869,0.00869,0.00117133,0.00122485,0.000670456
870,0.0087,0.00116042,0.00122692,0.000670224
871,0.00871,0.00114968,0.00122903,0.000669995
872,0.00872,0.00113915,0.00123117,0.000669768
873,0.00873,0.00112884,0.00123334,0.000669544
874,0.00874,0.00111875,0.00123554,0.000669323
875,0.00875,0.00110892,0.00123776,0.000669105
876,0.00876,0.00109934,0.00123999,0.000668891
877,0.00877,0.00109005,0.00124224,0.00066868
878,0.00878,0.00108104,0.0012445,0.000668474
879,0.00879,0.00107234,0.00124676,0.000668272
880,0.0088,0.00106396,0.00124901,0.000668075
881,0.00881,0.0010559,0.00125127,0.000667883
882,0.00882,0.00104818,0.00125351,0.000667695
883,0.00883,0.0010408,0.00125574,0.000667514
884,0.00884,0.00103378,0.00125795,0.000667338
885,0.00885,0.00102711,0.00126014,0.000667168
886,0.00886,0.0010208,0.0012623,0.000667004
887,0.00887,0.00101487,0.00126442,0.000666846
888,0.00888,0.0010093,0.00126651,0.000666695
889,0.00889,0.00100411,0.00126856,0.000666551
890,0.0089,0.000999289,0.00127056,0.000666413
891,0.00891,0.000994841,0.00127251,0.000666282
892,0.00892,0.000990763,0.00127441,0.000666159
893,0.00893,0.000987053,0.00127625,0.000666042
894,0.00894,0.000983706,0.00127802,0.000665933
895,0.00895,0.000980719,0.00127974,0.000665831
896,0.00896,0.000978086,0.00128139,0.000665737
897,0.00897,0.000975799,0.00128296,0.000665651
898,0.00898,0.000973852,0.00128446,0.000665572
899,0.00899,0.000972237,0.00128589,0.000665501
900,0.009,0.000970945,0.00128724,0.000665437
901,0.00901,0.000969967,0.00128851,0.000665381
902,0.00902,0.000969293,0.0012897,0.000665332
903,0.00903,0.000968912,0.0012908,0.000665292
904,0.00904,0.000968815,0.00129182,0.000665259
905,0.00905,0.000968991,0.00129275,0.000665233
906,0.00906,0.000969428,0.00129359,0.000665215
907,0.00907,0.000970115,0.00129435,0.000665204
908,0.00908,0.000971042,0.00129502,0.000665201
909,0.00909,0.000972196,0.0012956,0.000665205
910,0.0091,0.000973566,0.00129609,0.000665217
911,0.00911,0.000975141,0.0012965,0.000665235
912,0.00912,0.00097691,0.00129681,0.00066526
913,0.00913,0.000978862,0.00129704,0.000665292
914,0.00914,0.000980985,0.00129718,0.000665331
915,0.00915,0.000983269,0.00129723,0.000665377
916,0.00916,0.000985705,0.0012972,0.000665429
917,0.00917,0.00098828,0.00129709,0.000665487
918,0.00918,0.000990986,0.00129689,0.000665551
919,0.00919,0.000993813,0.00129662,0.000665622
920,0.0092,0.000996752,0.00129626,0.000665698
921,0.00921,0.000999794,0.00129582,0.000665781
922,0.00922,0.00100293,0.00129531,0.000665868
923,0.00923,0.00100615,0.00129473,0.000665962
924,0.00924,0.00100945,0.00129407,0.00066606
925,0.00925,0.00101282,0.00129334,0.000666164
926,0.00926,0.00101625,0.00129255,0.000666272
927,0.00927,0.00101974,0.00129169,0.000666386
928,0.00928,0.00102327,0.00129077,0.000666504
929,0.00929,0.00102685,0.00128978,0.000666626
930,0.0093,0.00103047,0.00128874,0.000666753
931,0.00931,0.00103411,0.00128764,0.000666884
932,0.00932,0.00103779,0.00128649,0.000667019
933,0.00933,0.00104148,0.00128529,0.000667158
934,0.00934,0.00104519,0.00128404,0.0006673
935,0.00935,0.0010489,0.00128275,0.000667446
936,0.00936,0.00105263,0.00128141,0.000667596
937,0.00937,0.00105636,0.00128003,0.000667749
938,0.00938,0.00106008,0.00127861,0.000667905
939,0.00939,0.0010638,0.00127716,0.000668064
940,0.0094,0.00106752,0.00127567,0.000668225
941,0.00941,0.00107122,0.00127416,0.00066839
942,0.00942,0.00107491,0.00127261,0.000668557
943,0.00943,0.00107858,0.00127104,0.000668726
944,0.00944,0.00108223,0.00126945,0.000668898
945,0.00945,0.00108586,0.00126783,0.000669072
946,0.00946,0.00108946,0.0012662,0.000669248
947,0.00947,0.00109304,0.00126455,0.000669426
948,0.00948,0.00109659,0.00126289,0.000669606
949,0.00949,0.00110011,0.00126122,0.000669788
950,0.0095,0.0011036,0.00125954,0.000669971
951,0.00951,0.00110705,0.00125785,0.000670156
952,0.00952,0.00111048,0.00125616,0.000670342
953,0.00953,0.00111386,0.00125446,0.00067053
954,0.00954,0.00111721,0.00125276,0.000670719
955,0.00955,0.00112052,0.00125107,0.000670909
956,0.00956,0.00112379,0.00124938,0.0006711
957,0.00957,0.00112703,0.00124769,0.000671292
958,0.00958,0.00113022,0.00124601,0.000671484
959,0.00959,0.00113337,0.00124434,0.000671678
960,0.0096,0.00113648,0.00124268,0.000671872
961,0.00961,0.00113955,0.00124103,0.000672067
962,0.00962,0.00114257,0.0012394,0.000672263
963,0.00963,0.00114555,0.00123778,0.000672459
964,0.00964,0.00114849,0.00123618,0.000672655
965,0.00965,0.00115138,0.00123459,0.000672852
966,0.00966,0.00115424,0.00123303,0.000673049
967,0.00967,0.00115704,0.00123149,0.000673247
968,0.00968,0.0011598,0.00122997,0.000673445
969,0.00969,0.00116252,0.00122847,0.000673642
970,0.0097,0.0011652,0.001227,0.00067384
971,0.00971,0.00116782,0.00122555,0.000674038
972,0.00972,0.00117041,0.00122413,0.000674236
973,0.00973,0.00117295,0.00122274,0.000674434
974,0.00974,0.00117545,0.00122138,0.000674631
975,0.00975,0.0011779,0.00122005,0.000674829
976,0.00976,0.00118031,0.00121874,0.000675026
977,0.00977,0.00118267,0.00121747,0.000675224
978,0.00978,0.00118499,0.00121624,0.00067542
979,0.00979,0.00118727,0.00121503,0.000675617
980,0.0098,0.00118951,0.00121386,0.000675813
981,0.00981,0.0011917,0.00121272,0.000676009
982,0.00982,0.00119385,0.00121162,0.000676205
983,0.00983,0.00119596,0.00121055,0.0006764
984,0.00984,0.00119802,0.00120952,0.000676595
985,0.00985,0.00120004,0.00120853,0.000676789
986,0.00986,0.00120202,0.00120757,0.000676983
987,0.00987,0.00120396,0.00120665,0.000677176
988,0.00988,0.00120586,0.00120576,0.000677369
989,0.00989,0.00120772,0.00120492,0.000677561
990,0.0099,0.00120954,0.00120411,0.000677753
991,0.00991,0.00121132,0.00120334,0.000677944
992,0.00992,0.00121306,0.00120261,0.000678135
993,0.00993,0.00121476,0.00120192,0.000678325
994,0.00994,0.00121642,0.00120126,0.000678514
995,0.00995,0.00121804,0.00120065,0.000678703
996,0.00996,0.00121963,0.00120007,0.000678891
997,0.00997,0.00122118,0.00119953,0.000679078
998,0.00998,0.00122269,0.00119903,0.000679265
999,0.00999,0.00122416,0.00119857,0.000679451
1000,0.01,0.0012256,0.00119815,0.000679637
1001,0.01001,0.001227,0.00119777,0.000679821
1002,0.01002,0.00122837,0.00119743,0.000680005
1003,0.01003,0.0012297,0.00119712,0.000680189
1004,0.01004,0.001231,0.00119686,0.000680372
1005,0.01005,0.00123226,0.00119663,0.000680554
1006,0.01006,0.00123349,0.00119644,0.000680735
1007,0.01007,0.00123469,0.00119628,0.000680916
1008,0.01008,0.00123585,0.00119617,0.000681096
1009,0.01009,0.00123699,0.00119609,0.000681275
1010,0.0101,0.00123808,0.00119605,0.000681453
1011,0.01011,0.00123915,0.00119604,0.000681631
1012,0.01012,0.00124019,0.00119607,0.000681808
1013,0.01013,0.00124119,0.00119614,0.000681985
1014,0.01014,0.00124216,0.00119625,0.000682161
1015,0.01015,0.00124311,0.00119639,0.000682336
1016,0.01016,0.00124402,0.00119656,0.00068251
1017,0.01017,0.0012449,0.00119677,0.000682684
1018,0.01018,0.00124576,0.00119701,0.000682857
1019,0.01019,0.00124658,0.00119729,0.000683029
1020,0.0102,0.00124738,0.0011976,0.000683201
1021,0.01021,0.00124815,0.00119795,0.000683372
1022,0.01022,0.00124889,0.00119833,0.000683543
1023,0.01023,0.00124961,0.00119874,0.000683712
1024,0.01024,0.00125029,0.00119918,0.000683882
1025,0.01025,0.00125096,0.00119965,0.00068405
1026,0.01026,0.00125159,0.00120016,0.000684218
1027,0.01027,0.0012522,0.0012007,0.000684385
1028,0.01028,0.00125278,0.00120126,0.000684552
1029,0.01029,0.00125334,0.00120186,0.000684718
1030,0.0103,0.00125387,0.00120248,0.000684883
1031,0.01031,0.00125438,0.00120314,0.000685048
1032,0.01032,0.00125487,0.00120382,0.000685212
1033,0.01033,0.00125533,0.00120454,0.000685375
1034,0.01034,0.00125577,0.00120528,0.000685538
1035,0.01035,0.00125618,0.00120604,0.000685701
1036,0.01036,0.00125657,0.00120684,0.000685863
1037,0.01037,0.00125694,0.00120766,0.000686024
1038,0.01038,0.00125729,0.0012085,0.000686185
1039,0.01039,0.00125761,0.00120938,0.000686345
1040,0.0104,0.00125792,0.00121027,0.000686505
1041,0.01041,0.0012582,0.0012112,0.000686664
1042,0.01042,0.00125846,0.00121214,0.000686822
1043,0.01043,0.0012587,0.00121311,0.000686981
1044,0.01044,0.00125892,0.0012141,0.000687138
1045,0.01045,0.00125912,0.00121512,0.000687295
1046,0.01046,0.0012593,0.00121616,0.000687452
1047,0.01047,0.00125946,0.00121722,0.000687608
1048,0.01048,0.0012596,0.0012183,0.000687764
1049,0.01049,0.00125972,0.0012194,0.000687919
1050,0.0105,0.00125983,0.00122053,0.000688074
1051,0.01051,0.00125991,0.00122167,0.000688228
1052,0.01052,0.00125998,0.00122284,0.000688382
1053,0.01053,0.00126003,0.00122402,0.000688536
1054,0.01054,0.00126006,0.00122522,0.000688689
1055,0.01055,0.00126008,0.00122644,0.000688841
1056,0.01056,0.00126007,0.00122768,0.000688994
1057,0.01057,0.00126005,0.00122894,0.000689145
1058,0.01058,0.00126002,0.00123021,0.000689297
1059,0.01059,0.00125997,0.00123151,0.000689448
1060,0.0106,0.0012599,0.00123281,0.000689599
1061,0.01061,0.00125981,0.00123414,0.000689749
1062,0.01062,0.00125971,0.00123548,0.000689899
1063,0.01063,0.0012596,0.00123684,0.000690048
1064,0.01064,0.00125947,0.00123821,0.000690198
1065,0.01065,0.00125932,0.00123959,0.000690347
1066,0.01066,0.00125916,0.001241,0.000690495
1067,0.01067,0.00125899,0.00124241,0.000690643
1068,0.01068,0.0012588,0.00124384,0.000690791
1069,0.01069,0.00125859,0.00124528,0.000690939
1070,0.0107,0.00125838,0.00124674,0.000691086
1071,0.01071,0.00125814,0.00124821,0.000691233
1072,0.01072,0.0012579,0.00124969,0.00069138
1073,0.01073,0.00125764,0.00125118,0.000691526
1074,0.01074,0.00125737,0.00125268,0.000691672
1075,0.01075,0.00125709,0.0012542,0.000691818
1076,0.01076,0.00125679,0.00125573,0.000691964
1077,0.01077,0.00125648,0.00125726,0.000692109
1078,0.01078,0.00125616,0.00125881,0.000692254
1079,0.01079,0.00125583,0.00126037,0.000692399
1080,0.0108,0.00125548,0.00126194,0.000692543
1081,0.01081,0.00125513,0.00126352,0.000692688
1082,0.01082,0.00125476,0.00126511,0.000692832
1083,0.01083,0.00125438,0.00126671,0.000692975
1084,0.01084,0.00125399,0.00126831,0.000693119
1085,0.01085,0.00125358,0.00126993,0.000693262
1086,0.01086,0.00125317,0.00127155,0.000693405
1087,0.01087,0.00125275,0.00127318,0.000693548
1088,0.01088,0.00125231,0.00127482,0.000693691
1089,0.01089,0.00125187,0.00127647,0.000693833
1090,0.0109,0.00125141,0.00127813,0.000693975
1091,0.01091,0.00125095,0.00127979,0.000694117
1092,0.01092,0.00125048,0.00128146,0.000694259
1093,0.01093,0.00124999,0.00128313,0.0006944
1094,0.01094,0.0012495,0.00128481,0.000694542
1095,0.01095,0.00124899,0.0012865,0.000694683
1096,0.01096,0.00124848,0.0012882,0.000694824
1097,0.01097,0.00124796,0.00128989,0.000694964
1098,0.01098,0.00124743,0.0012916,0.000695105
1099,0.01099,0.00124689,0.00129331,0.000695245
1100,0.011,0.00124634,0.00129503,0.000695385
1101,0.01101,0.00124578,0.00129675,0.000695525
1102,0.01102,0.00124522,0.00129847,0.000695665
1103,0.01103,0.00124465,0.00130021,0.000695804
1104,0.01104,0.00124406,0.00130194,0.000695944
1105,0.01105,0.00124347,0.00130368,0.000696083
1106,0.01106,0.00124288,0.00130542,0.000696222
1107,0.01107,0.001242,0.00130717,0.000696352
1108,0.01108,0.00123141,0.00130896,0.00069619
1109,0.01109,0.00122072,0.00131085,0.000696026
1110,0.0111,0.00120997,0.00131284,0.00069586
1111,0.01111,0.00119917,0.00131492,0.000695691
1112,0.01112,0.00118835,0.00131709,0.000695521
